"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",26884,,
"SWE","Sweden","CNPNCU","2014 constant prices and NCU","2010","2010","SEK","Swedish Krona","0","units","2014","2014",357431,,
"SWE","Sweden","CNPNCU","2014 constant prices and NCU","2011","2011","SEK","Swedish Krona","0","units","2014","2014",361935,,
"SWE","Sweden","CNPNCU","2014 constant prices and NCU","2012","2012","SEK","Swedish Krona","0","units","2014","2014",369981,,
"SWE","Sweden","CNPNCU","2014 constant prices and NCU","2013","2013","SEK","Swedish Krona","0","units","2014","2014",372582,,
"SWE","Sweden","CNPNCU","2014 constant prices and NCU","2014","2014","SEK","Swedish Krona","0","units","2014","2014",377617,,
"CHE","Switzerland","CNPNCU","2014 constant prices and NCU","2010","2010","CHF","Swiss Franc","0","units","2014","2014",82546,,
"CHE","Switzerland","CNPNCU","2014 constant prices and NCU","2011","2011","CHF","Swiss Franc","0","units","2014","2014",82931,,
"CHE","Switzerland","CNPNCU","2014 constant prices and NCU","2012","2012","CHF","Swiss Franc","0","units","2014","2014",84467,,
"CHE","Switzerland","CNPNCU","2014 constant prices and NCU","2013","2013","CHF","Swiss Franc","0","units","2014","2014",85867,,
"CHE","Switzerland","CNPNCU","2014 constant prices and NCU","2014","2014","CHF","Swiss Franc","0","units","2014","2014",86812,,
"GBR","United Kingdom","CNPNCU","2014 constant prices and NCU","2010","2010","GBP","Pound Sterling","0","units","2014","2014",33846,,
"GBR","United Kingdom","CNPNCU","2014 constant prices and NCU","2011","2011","GBP","Pound Sterling","0","units","2014","2014",33045,,
"GBR","United Kingdom","CNPNCU","2014 constant prices and NCU","2012","2012","GBP","Pound Sterling","0","units","2014","2014",32989,,
"GBR","United Kingdom","CNPNCU","2014 constant prices and NCU","2013","2013","GBP","Pound Sterling","0","units","2014","2014",32805,,
"GBR","United Kingdom","CNPNCU","2014 constant prices and NCU","2014","2014","GBP","Pound Sterling","0","units","2014","2014",32936,,
"USA","United States","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",56100,,
"USA","United States","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",56247,,
"USA","United States","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",56735,,
"USA","United States","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",56811,,
"USA","United States","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",57139,,
"ISR","Israel","CNPNCU","2014 constant prices and NCU","2010","2010","ILS","New Israeli Sheqel","0","units","2014","2014",124937,,
"ISR","Israel","CNPNCU","2014 constant prices and NCU","2011","2011","ILS","New Israeli Sheqel","0","units","2014","2014",125861,,
"ISR","Israel","CNPNCU","2014 constant prices and NCU","2012","2012","ILS","New Israeli Sheqel","0","units","2014","2014",127218,,
"ISR","Israel","CNPNCU","2014 constant prices and NCU","2013","2013","ILS","New Israeli Sheqel","0","units","2014","2014",127416,,
"ISR","Israel","CNPNCU","2014 constant prices and NCU","2014","2014","ILS","New Israeli Sheqel","0","units","2014","2014",128605,,
"SVN","Slovenia","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",22481,,
"SVN","Slovenia","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",22440,,
"SVN","Slovenia","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",21817,,
"SVN","Slovenia","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",22109,,
"SVN","Slovenia","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",21975,,
"EST","Estonia","CNPNCU","2014 constant prices and NCU","2010","2010","EUR","Euro","0","units","2014","2014",12189,,
"EST","Estonia","CNPNCU","2014 constant prices and NCU","2011","2011","EUR","Euro","0","units","2014","2014",11678,,
"EST","Estonia","CNPNCU","2014 constant prices and NCU","2012","2012","EUR","Euro","0","units","2014","2014",11968,,
"EST","Estonia","CNPNCU","2014 constant prices and NCU","2013","2013","EUR","Euro","0","units","2014","2014",12337,,
"EST","Estonia","CNPNCU","2014 constant prices and NCU","2014","2014","EUR","Euro","0","units","2014","2014",13331,,
"AUS","Australia","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",50706,,
"AUS","Australia","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",52175,,
"AUS","Australia","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",52229,,
"AUS","Australia","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",51374,,
"AUS","Australia","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",51148,,
"AUT","Austria","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",45978,,
"AUT","Austria","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",45444,,
"AUT","Austria","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",45733,,
"AUT","Austria","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",45660,,
"AUT","Austria","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",45988,,
"BEL","Belgium","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",47154,,
"BEL","Belgium","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",47319,,
"BEL","Belgium","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",47682,,
"BEL","Belgium","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",48102,,
"BEL","Belgium","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",48093,,
"CAN","Canada","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",45165,,
"CAN","Canada","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",45858,,
"CAN","Canada","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",46902,,
"CAN","Canada","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",47794,,
"CAN","Canada","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",48164,,
"CZE","Czech Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",21028,,
"CZE","Czech Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",21218,,
"CZE","Czech Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",21031,,
"CZE","Czech Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",20660,,
"CZE","Czech Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",21185,,
"DNK","Denmark","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",49576,,
"DNK","Denmark","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",49174,,
"DNK","Denmark","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",48901,,
"DNK","Denmark","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",48761,,
"DNK","Denmark","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",49589,,
"FIN","Finland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",40862,,
"FIN","Finland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",41002,,
"FIN","Finland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",40968,,
"FIN","Finland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",40736,,
"FIN","Finland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",40742,,
"FRA","France","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",40049,,
"FRA","France","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",39978,,
"FRA","France","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",40258,,
"FRA","France","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",40530,,
"FRA","France","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",40828,,
"DEU","Germany","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",41643,,
"DEU","Germany","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",42415,,
"DEU","Germany","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",42893,,
"DEU","Germany","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",43326,,
"DEU","Germany","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",43872,,
"GRC","Greece","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",30194,,
"GRC","Greece","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",28738,,
"GRC","Greece","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",27584,,
"GRC","Greece","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",26145,,
"GRC","Greece","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",26436,,
"HUN","Hungary","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",21960,,
"HUN","Hungary","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",21986,,
"HUN","Hungary","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",21212,,
"HUN","Hungary","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",21033,,
"HUN","Hungary","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",21399,,
"IRL","Ireland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",53357,,
"IRL","Ireland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",52820,,
"IRL","Ireland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",52645,,
"IRL","Ireland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",52602,,
"IRL","Ireland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",53286,,
"ITA","Italy","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",36143,,
"ITA","Italy","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",35593,,
"ITA","Italy","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",34491,,
"ITA","Italy","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",34476,,
"ITA","Italy","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",34744,,
"JPN","Japan","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",35854,,
"JPN","Japan","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",36747,,
"JPN","Japan","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",36296,,
"JPN","Japan","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",36481,,
"JPN","Japan","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",35672,,
"KOR","Korea","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",36237,,
"KOR","Korea","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",36681,,
"KOR","Korea","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",36173,,
"KOR","Korea","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",36698,,
"KOR","Korea","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",36653,,
"LUX","Luxembourg","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",59188,,
"LUX","Luxembourg","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",58738,,
"LUX","Luxembourg","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",58330,,
"LUX","Luxembourg","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",60214,,
"LUX","Luxembourg","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",61511,,
"NLD","Netherlands","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",51112,,
"NLD","Netherlands","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",50828,,
"NLD","Netherlands","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",51156,,
"NLD","Netherlands","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",51357,,
"NLD","Netherlands","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",51003,,
"NOR","Norway","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",47833,,
"NOR","Norway","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",49465,,
"NOR","Norway","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",50801,,
"NOR","Norway","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",51446,,
"NOR","Norway","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",51718,,
"POL","Poland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",23312,,
"POL","Poland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",23353,,
"POL","Poland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",23140,,
"POL","Poland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",23571,,
"POL","Poland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",23649,,
"PRT","Portugal","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",25658,,
"PRT","Portugal","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",24885,,
"PRT","Portugal","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",23940,,
"PRT","Portugal","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",24503,,
"PRT","Portugal","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",23977,,
"SVK","Slovak Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",21391,,
"SVK","Slovak Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",21200,,
"SVK","Slovak Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",20966,,
"SVK","Slovak Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",21124,,
"SVK","Slovak Republic","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",22151,,
"ESP","Spain","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",37712,,
"ESP","Spain","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",36977,,
"ESP","Spain","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",35994,,
"ESP","Spain","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",36174,,
"ESP","Spain","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",36013,,
"SWE","Sweden","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",38802,,
"SWE","Sweden","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",39291,,
"SWE","Sweden","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",40165,,
"SWE","Sweden","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",40447,,
"SWE","Sweden","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",40994,,
"CHE","Switzerland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",54277,,
"CHE","Switzerland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",54530,,
"CHE","Switzerland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",55540,,
"CHE","Switzerland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",56461,,
"CHE","Switzerland","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",57082,,
"GBR","United Kingdom","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",42810,,
"GBR","United Kingdom","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",41797,,
"GBR","United Kingdom","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",41726,,
"GBR","United Kingdom","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",41494,,
"GBR","United Kingdom","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",41659,,
"USA","United States","USDPPP","In 2014 constant prices at 2014 USD PPPs","2010","2010","USD","US Dollar","0","units","2014","2014",56100,,
"USA","United States","USDPPP","In 2014 constant prices at 2014 USD PPPs","2011","2011","USD","US Dollar","0","units","2014","2014",56247,,
"USA","United States","USDPPP","In 2014 constant prices at 2014 USD PPPs","2012","2012","USD","US Dollar","0","units","2014","2014",56735,,
"USA","United States","USDPPP","In 2014 constant prices at 2014 USD PPPs","2013","2013","USD","US Dollar","0","units","2014","2014",56811,,
"USA","United States","USDPPP","In 2014 constant prices at 2014 USD PPPs","2014","2014","USD","US Dollar","0","units","2014","2014",57139,,
"AUS","Australia","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",69444,,
"AUS","Australia","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",71455,,
"AUS","Australia","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",71530,,
"AUS","Australia","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",70359,,
"AUS","Australia","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",70050,,
"AUT","Austria","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",53080,,
"AUT","Austria","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",52464,,
"AUT","Austria","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",52797,,
"AUT","Austria","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",52713,,
"AUT","Austria","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",53091,,
"BEL","Belgium","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",55622,,
"BEL","Belgium","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",55816,,
"BEL","Belgium","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",56244,,
"BEL","Belgium","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",56739,,
"BEL","Belgium","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",56729,,
"CAN","Canada","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",52999,,
"CAN","Canada","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",53812,,
"CAN","Canada","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",55037,,
"CAN","Canada","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",56084,,
"CAN","Canada","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",56518,,
"CZE","Czech Republic","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",14825,,
"CZE","Czech Republic","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",14959,,
"CZE","Czech Republic","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",14827,,
"CZE","Czech Republic","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",14565,,
"CZE","Czech Republic","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",14935,,
"DNK","Denmark","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",73939,,
"DNK","Denmark","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",73338,,
"DNK","Denmark","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",72932,,
"DNK","Denmark","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",72723,,
"DNK","Denmark","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",73959,,
"FIN","Finland","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",54010,,
"FIN","Finland","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",54196,,
"FIN","Finland","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",54150,,
"FIN","Finland","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",53843,,
"FIN","Finland","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",53851,,
"FRA","France","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",46972,,
"FRA","France","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",46888,,
"FRA","France","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",47217,,
"FRA","France","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",47536,,
"FRA","France","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",47885,,
"DEU","Germany","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",46015,,
"DEU","Germany","USDEX","In 2014 constant prices at 2014 USD exchange rates","2011","2011","USD","US Dollar","0","units","2014","2014",46869,,
"DEU","Germany","USDEX","In 2014 constant prices at 2014 USD exchange rates","2012","2012","USD","US Dollar","0","units","2014","2014",47397,,
"DEU","Germany","USDEX","In 2014 constant prices at 2014 USD exchange rates","2013","2013","USD","US Dollar","0","units","2014","2014",47876,,
"DEU","Germany","USDEX","In 2014 constant prices at 2014 USD exchange rates","2014","2014","USD","US Dollar","0","units","2014","2014",48479,,
"GRC","Greece","USDEX","In 2014 constant prices at 2014 USD exchange rates","2010","2010","USD","US Dollar","0","units","2014","2014",27919,,
